Parent|Status|Heading|Suggested Unit|Suggested Type|Description|Example
LRES||LRES_WAT|ml|0DP|Volume of water required to saturate the soil|750
LRES||LRES_WRES|ohm m|3SF|Water resistivity|0.69
LRES||LRES_PART||X|Approximate percentage of large particles removed prior to test|None
LRES||LRES_REM||X|Remarks|
LRES||LRES_METH||X|Test method|
LRES||LRES_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LRES||LRES_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LRES||TEST_STAT||X|Test status|Checked
LRES||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LRES||SPEC_BASE|m|2DP|Depth to base of specimen|
LRES||LRES_DEV||X|Deviation from the specified procedure|
LSLT|*|LOCA_ID||ID|Location identifier|327-16A
LSLT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LSLT|*|SAMP_REF||X|Sample reference|24
LSLT|*|SAMP_TYPE||PA|Sample type|U
LSLT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LSLT|*|SPEC_REF||X|Specimen reference|1a
LSLT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LSLT||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LSLT||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LSLT||LSLT_SLIM|%|2SF|Shrinkage limit|17
LSLT||LSLT_SHRA||0DP|Shrinkage ratio|
LSLT||LSLT_IDEN|Mg/m3|2DP|Initial density|1.66
LSLT||LSLT_MCI|%|X|Initial water/moisture content of test specimen|20
LSLT||LSLT_425|%|0DP|Percentage passing 425µm sieve|12
LSLT||LSLT_REM||X|Remarks|
LSLT||LSLT_METH||X|Test method|ASTM D4943:2018
LSLT||LSLT_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LSLT||LSLT_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LSLT||TEST_STAT||X|Test status|Checked
LSLT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LSLT||SPEC_BASE|m|2DP|Depth to base of specimen|
LSLT||LSLT_DEV||X|Deviation from the specified procedure|
LSTG|*|LOCA_ID||ID|Location identifier|327-16A
LSTG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LSTG|*|SAMP_REF||X|Sample reference|24
LSTG|*|SAMP_TYPE||PA|Sample type|U
LSTG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LSTG|*|SPEC_REF||X|Specimen reference|1a
LSTG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LSTG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LSTG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LSTG||LSTG_ICL|%|2SF|Initial consumption of lime|4.4
LSTG||LSTG_PH||1DP|pH value used for interpretation of LSTG_ICL|12.6
LSTG||LSTG_LIME||X|Details of lime used for test|Laboratory grade Calcium Hydroxide
LSTG||LSTG_SUIT||1DP|pH of saturated lime solution (suitability)|12.4
LSTG||LSTG_425|%|2SF|Percentage of soil passing 425µm sieve|82
LSTG||LSTG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|
LSTG||LSTG_METH||X|Test method|
LSTG||LSTG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LSTG||LSTG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LSTG||TEST_STAT||X|Test status|Checked
LSTG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS15
LSTG||SPEC_BASE|m|2DP|Depth to base of specimen|
LSTG||LSTG_DEV||X|Deviation from the specified procedure|
LSTT|*|LOCA_ID||ID|Location identifier|327-16A
LSTT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LSTT|*|SAMP_REF||X|Sample reference|24
LSTT|*|SAMP_TYPE||PA|Sample type|U
LSTT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LSTT|*|SPEC_REF||X|Specimen reference|1a
LSTT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LSTT|*|LSTT_TESN||X|Test reference|1
LSTT||LSTT_LCON|%|1DP|Percentage of lime added|2.5
LSTT||LSTT_PH||1DP|pH of lime/soil suspension|12.4
LSTT||LSTT_REM||X|Remarks|
LSTT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS15
LSWL|*|LOCA_ID||ID|Location identifier|327-16A
LSWL|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LSWL|*|SAMP_REF||X|Sample reference|24
LSWL|*|SAMP_TYPE||PA|Sample type|U
LSWL|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LSWL|*|SPEC_REF||X|Specimen reference|1a
LSWL|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LSWL||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LSWL||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LSWL||LSWL_SWPR|kPa|0DP|Swelling Pressure Index|50
LSWL||LSWL_SWSI|%|1DP|Swelling Strain Index|0.5
LSWL||LSWL_MCI|%|1DP|Initial water content of test specimen|5.6
LSWL||LSWL_SDIA|mm|1DP|Specimen diameter|63.2
LSWL||LSWL_THCK|mm|1DP|Specimen thickness|50.1
LSWL||LSWL_BDEN|kg/m3|0DP|Initial bulk density|2240
LSWL||LSWL_DDEN|kg/m3|0DP|Initial dry density|1870
LSWL||LSWL_REM||X|Remarks|
LSWL||LSWL_METH||X|Test method|ISRM: Suggested method
LSWL||LSWL_LAB||X|Name of testing laboratory/ organization|ACME Laboratories plc
LSWL||LSWL_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LSWL||TEST_STAT||X|Test status|Checked
LSWL||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LSWL||SPEC_BASE|m|2DP|Depth to base of specimen|
LSWL||LSWL_DEV||X|Deviation from the specified procedure|
LTCH|*|LOCA_ID||ID|Location identifier|327-16A
LTCH|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LTCH|*|SAMP_REF||X|Sample reference|24
LTCH|*|SAMP_TYPE||PA|Sample type|U
LTCH|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LTCH|*|SPEC_REF||X|Specimen reference|1a
LTCH|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LTCH||SPEC_DESC||X|Specimen description following the principles in ISO 14688-1|Grey slightly gravelly clay
LTCH||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LTCH||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
LTCH||LTCH_COND||X|Sample condition|UNDISTURBED
LTCH||LTCH_BDEN|Mg/m3|2DP|Bulk density|2.12
LTCH||LTCH_DDEN|Mg/m3|2DP|Dry density|1.84
LTCH||LTCH_MC|%|X|Water/moisture Content|57
LTCH||LTCH_TCON|W/(K-m)|2DP|Thermal Conductivity|3.21
LTCH||LTCH_TRES|(K-m)/W|2DP|Thermal Resistivity|0.75
LTCH||LTCH_TEMP|DegC|0DP|Ambient temperature at which test is performed|22
LTCH||LTCH_PDIA|mm|0DP|Probe diameter|15
LTCH||LTCH_PSPA|mm|0DP|Probe spacing|100
LTCH||LTCH_PPEN|mm|0DP|Probe penetration|75
LTCH||LTCH_PRBE||X|Method of probe insertion|Pushed, pre-drilled
LTCH||LTCH_PART||X|Particle grain size removed|>2mm
LTCH||LTCH_DEV||X|Deviation from the procedure|
LTCH||LTCH_REM||X|Remarks|
LTCH||LTCH_METH||X|Test method|BS EN ISO 17892-7:2018
LTCH||LTCH_LAB||X|Name of testing laboratory/ organization|ACME Laboratories plc
LTCH||LTCH_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LTCH||TEST_STAT||X|Test status|Checked
LTCH||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS7
LUCT|*|LOCA_ID||ID|Location identifier|327-16A
LUCT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LUCT|*|SAMP_REF||X|Sample reference|24
LUCT|*|SAMP_TYPE||PA|Sample type|U
LUCT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LUCT|*|SPEC_REF||X|Specimen reference|1a
LUCT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LUCT||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LUCT||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LUCT||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
LUCT||LUCT_DEV||X|Deviation from the procedure|
LUCT||LUCT_TYPE||PA|Test type|UNDISTURBED
LUCT||LUCT_DIA|mm|2DP|Specimen diameter|38.25
LUCT||LUCT_SLEN|mm|2DP|Specimen length|76.45
LUCT||LUCT_IWC|%|X|Specimen initial water content|15.7
LUCT||LUCT_BDEN|Mg/m3|2DP|Initial bulk density|2.12
LUCT||LUCT_DDEN|Mg/m3|2DP|Initial dry density|1.84
LUCT||LUCT_RATE|%/min|2SF|Mean rate of compression|1.2
LUCT||LUCT_UCS|kPa|0DP|Unconfined compressive strength|121
LUCT||LUCT_STRA|%|1DP|Strain at failure|11.2
LUCT||LUCT_MODE||PA|Mode of failure|Brittle
LUCT||LUCT_REM||X|Remarks|
LUCT||LUCT_METH||X|Test method|BS EN ISO 17892-7:2018
LUCT||LUCT_LAB||X|Name of testing laboratory/ organization|ACME Laboratories plc
LUCT||LUCT_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LUCT||TEST_STAT||X|Test status|Checked
LUCT||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS7
LVAN|*|LOCA_ID||ID|Location identifier|327-16A
LVAN|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
LVAN|*|SAMP_REF||X|Sample reference|24
LVAN|*|SAMP_TYPE||PA|Sample type|U
LVAN|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
LVAN|*|SPEC_REF||X|Specimen reference|1a
LVAN|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
LVAN||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
LVAN||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
LVAN||LVAN_VNPK|kPa|XN|Vane undrained shear strength (peak)|35
LVAN||LVAN_VNRM|kPa|XN|Vane undrained shear strength (remoulded)|25
LVAN||LVAN_MC|%|X|Water/moisture content local to the test|57.9
LVAN||LVAN_SIZE|mm|1DP|Equivalent diameter of vane|12.7
LVAN||LVAN_VLEN|mm|1DP|Length of vane|12.7
LVAN||LVAN_REM||X|Remarks|Test performed in U100, test on CBR specimen
LVAN||LVAN_METH||X|Test method, including type of vane|Pilcon Hand vane BS1377: Part 7: Clause 3 Laboratory vane
LVAN||LVAN_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
LVAN||LVAN_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
LVAN||TEST_STAT||X|Test status|Checked
LVAN||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS10
LVAN||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
LVAN||LVAN_DEV||X|Deviation from the specified procedure|
LVAN||LVAN_TYPE||PA|Vane type|HV
MCVG|*|LOCA_ID||ID|Location identifier|327-16A
MCVG|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
MCVG|*|SAMP_REF||X|Sample reference|24
MCVG|*|SAMP_TYPE||PA|Sample type|U
MCVG|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
MCVG|*|SPEC_REF||X|Specimen reference|1a
MCVG|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
MCVG||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
MCVG||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Stored at constant water/moisture content for 7 days, then soaked for 7 days, maintained at 20±2°C throughout
MCVG||MCVG_200|%|0DP|Weight percent of sample retained on 20 mm sieve|15
MCVG||MCVG_NMC|%|X|Natural water/moisture content below 20 mm|21
MCVG||MCVG_STAB|%|2SF|Amount of stabiliser added|23
MCVG||MCVG_STYP||X|Type of stabiliser added|Cement
MCVG||MCVG_REM||X|Remarks including commentary on effect of specimen disturbance on test result|
MCVG||MCVG_METH||X|Test method|BS1377 Part 4, cl 5.4, 5.5 or 5.6
MCVG||MCVG_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
MCVG||MCVG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
MCVG||TEST_STAT||X|Test status|Checked
MCVG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS15
MCVG||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
MCVG||MCVG_DEV||X|Deviation from the specified procedure|
MCVT|*|LOCA_ID||ID|Location identifier|327-16A
MCVT|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
MCVT|*|SAMP_REF||X|Sample reference|24
MCVT|*|SAMP_TYPE||PA|Sample type|U
MCVT|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
MCVT|*|SPEC_REF||X|Specimen reference|1a
MCVT|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
MCVT|*|MCVT_TESN||X|Test reference|1
MCVT||MCVT_MC|%|X|Water/moisture content forMCVT_TESN|17.7
MCVT||MCVT_CURV||X|Method of interpretation of the test curve|Steepest straight line
MCVT||MCVT_RELK||1DP|MCV value for MCVT_TESN|12.3
MCVT||MCVT_BDEN|Mg/m3|2DP|After test bulk density for MCVT_TESN|2.02
MCVT||MCVT_DIFF|mm|1DP|Difference between initial (n) and final (3n) blows in rapid assessment test|4.5
MCVT||MCVT_RAPD||X|Stronger or weaker than pre-calibrated standard|Weaker
MCVT||MCVT_REM||X|Remarks|
MCVT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS15
MOND|*|LOCA_ID||ID|Location identifier|327-16A
MOND|*|MONG_ID||X|Monitoring point reference|P1
MOND|*|MONG_DIS|m|2DP|Initial distance of monitoring point from LOCA_ID datum|2.3
MOND|*|MOND_DTIM|yyyy-mmddThh:mm:ss|DT|Date and time of reading|2003-02-20T13:40:00
MOND|*|MOND_TYPE||PA|Reading type|WDEP
MOND|*|MOND_REF||X|Reading reference|2
MOND||MOND_INST||X|Instrument reference / serial number|14124-1
MOND||MOND_RDNG||XN|Reading|10.34
MOND|R|MOND_UNIT||PU|Units of reading|m
MOND||MOND_METH||X|Measurement method|
MOND||MOND_LIM||U|Instrument/method reading/detection limit|
MOND||MOND_ULIM||U|Instrument/method upper reading/detection (when appropriate)|
MOND||MOND_NAME||X|Client preferred name of measurement|
MOND||MOND_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
MOND||MOND_CONT||X|Organization taking reading|ACME Monitoring
MOND||MOND_REM||X|Comments on reading|
MOND||FILE_FSET||X|Associated file reference (e.g. monitoring field sheets, instrument logging file)|FS28
MONG|*|LOCA_ID||ID|Location identifier|327-16A
MONG|*|MONG_ID||X|Monitoring point reference|P1
MONG|*|MONG_DIS|m|2DP|Initial distance of monitoring point from LOCA_ID|2.3
MONG||PIPE_REF||X|Pipe reference|Pipe1
MONG||MONG_DATE|yyyymm-dd|DT|Installation date|37622
MONG||MONG_TYPE||PA|Instrument type|TS
MONG||MONG_DETL||X|Details of instrument|Total Station
MONG||MONG_TRZ|m|2DP|Distance to start of response zone from LOCA_ID datum|5.5
MONG||MONG_BRZ|m|2DP|Distance to end of response zone from LOCA_ID datum|7.5
MONG||MONG_BRGA|deg|0DP|Bearing of monitoring axis A (compass bearing)|90
MONG||MONG_BRGB|deg|0DP|Bearing of monitoring axis B (compass bearing)|180
MONG||MONG_BRGC|deg|0DP|Bearing of monitoring axis C (compass bearing)|270
MONG||MONG_INCA|deg|0DP|Inclination of instrument axis A (measured positively down from horizontal)|
MONG||MONG_INCB|deg|0DP|Inclination of instrument axis B (measured positively down from horizontal)|
MONG||MONG_INCC|deg|0DP|Inclination of instrument axis C (measured positively down from horizontal)|
MONG||MONG_RSCA||X|Reading sign convention in direction A|Displacement to East +ve
MONG||MONG_RSCB||X|Reading sign convention in direction B|Displacement to South +ve
MONG||MONG_RSCC||X|Reading sign convention in direction C|Displacement up +ve
MONG||MONG_REM||X|Remarks|Behind wall
MONG||MONG_CONT||X|Contractor who installed monitoring instrument|ACME Instruments Ltd
MONG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS27
PIPE|*|LOCA_ID||ID|Location identifier|327-16A
PIPE|*|PIPE_REF||X|Pipe reference|Pipe1
PIPE|*|PIPE_TOP|m|2DP|Top of construction zone|0
PIPE|*|PIPE_BASE|m|2DP|Base of construction zone|2.5
PIPE||PIPE_DIAM|mm|0DP|Diameter of pipe|75
PIPE||PIPE_TYPE||PA|Type of pipe|SLOTTED
PIPE||PIPE_CONS||X|Details of pipe construction|
PIPE||PIPE_REM||X|Remarks|
PIPE||FILE_FSET||X|Associated file reference (e.g. drilling journals)|FS32
PLTG|*|LOCA_ID||ID|Location identifier|327-16A
PLTG|*|PLTG_DPTH|m|2DP|Test depth|1.23
PLTG|*|PLTG_TESN||X|Test reference|1
PLTG|*|PLTG_CYC||X|Load cycle|1
PLTG||PLTG_PDIA|mm|0DP|Plate diameter|600
PLTG||PLTG_SEAT|kN|1DP|Seating load including apparatus mass|10
PLTG||PLTG_FA0||2DP|Factor a0|0
PLTG||PLTG_FA1||2DP|Factor a1|12.65
PLTG||PLTG_FA2||2DP|Factor a2|-7.58
PLTG||PLTG_SMOD|MPa|1DP|Strain modulus|15.8
PLTG||PLTG_EV2|MPa|1DP|Elastic modulus for second loading cycle|83
PLTG||PLTG_MOSR|MPa/m|1DP|Modulus of subgrade reaction|60.8
PLTG||PLTG_EMOD|MPa|1DP|Elastic modulus|21.7
PLTG||PLTG_DATE|yyyymm-dd|DT|Test date|39652
PLTG||PLTG_STAB|%|2SF|Amount of stabiliser added|23
PLTG||PLTG_STYP||X|Type of stabiliser added|Cement
PLTG||PLTG_REM||X|Remarks|
PLTG||PLTG_ENV||X|Details of weather and environmental conditions during test|Dry and warm
PLTG||PLTG_METH||X|Test method|DIN18134 Strain Modulus
PLTG||PLTG_CONT||X|Name of testing organization|ACME On-site Testing Ltd
PLTG||PLTG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
PLTG||TEST_STAT||X|Test status|Checked
PLTG||GEOL_STAT||X|Stratum reference shown on trial pit or traverse sketch|1
PLTG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS11
PLTT|*|LOCA_ID||ID|Location identifier|327-16A
PLTT|*|PLTG_DPTH|m|2DP|Test depth|1.23
PLTT|*|PLTG_TESN||X|Test reference|1
PLTT|*|PLTG_CYC||X|Load cycle|1
PLTT|*|PLTT_STG||X|Load stage|1
PLTT|*|PLTT_TIME|min|1DP|Stage elapsed time|0.5
PLTT||PLTT_LOAD|kN|1DP|Applied load|10
PLTT||PLTT_SET1|mm|2DP|Settlement Gauge 1|0.86
PLTT||PLTT_SET2|mm|2DP|Settlement Gauge 2|0.74
PLTT||PLTT_SET3|mm|2DP|Settlement Gauge 3|0.91
PLTT||PLTT_SET4|mm|2DP|Settlement Gauge 4|0
PLTT||PLTT_REM||X|Comments on reading|
PLTT||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
PMTG|*|LOCA_ID||ID|Location identifier|327-16A
PMTG|*|PMTG_DPTH|m|2DP|Depth of test|2.7
PMTG|*|PMTG_TESN||X|Test reference|1
PMTG||PMTG_DATE|yyyymm-dd|DT|Date of test|34326
PMTG||PMTG_WAT|m|2DP|Measured or assumed ground water level|1.53
PMTG||PMTG_CONT||X|Subcontractors name|An Contractor Ltd
PMTG||PMTG_CREW||X|Operators details|ANO/TBA
PMTG||PMTG_REF||X|Instrument reference / serial number|PMT123456
PMTG||PMTG_TYPE||PA|Pressuremeter type|SBP
PMTG||PMTG_DIAM|mm|2DP|Uninflated diameter of pressuremeter|82.9
PMTG||PMTG_HO|kPa|0DP|Estimated in situ horizontal stress|700
PMTG||PMTG_GI|MPa|0DP|Initial shear modulus|70
PMTG||PMTG_CU|kPa|0DP|Undrained shear strength|420
PMTG||PMTG_PL|kPa|0DP|Limit pressure|3400
PMTG||PMTG_AF|deg|1DP|Angle of friction|39
PMTG||PMTG_AD|deg|0DP|Angle of dilation|10
PMTG||PMTG_AFCV|deg|1DP|Angle of friction at constant volume (*cv) used|35
PMTG||PMTG_METH||X|Method(s) used to determine derived soil parameters (including those in PMTL).|
PMTG||PMTG_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
PMTG||TEST_STAT||X|Test status|Checked
PMTG||PMTG_ENV||X|Details of weather and environmental conditions during test|Rain, standing water close to test area
PMTG||PMTG_REM||X|Remarks|6 arms used in determination of average
PMTG||FILE_FSET||X|Associated file reference (e.g. equipment calibrations)|FS11
PMTG||PMTG_NUAR||0DP|Number of arms|6
PMTG||PMTG_ORNT||X|Bearing of arm 1 (clockwise degrees from North)|15
PMTG||PMTG_AXIS||X|Arm combination used for analysis|Average arms
PMTD|*|LOCA_ID||ID|Location identifier|327-16A
PMTD|*|PMTG_DPTH|m|2DP|Depth of test|2.7
PMTD|*|PMTG_TESN||X|Test reference|1
PMTD|*|PMTD_SEQ||0DP|Sequence number|1
PMTD||PMTD_ARM1|mm|3DP|Axis 1 displacement|1.003
PMTD||PMTD_ARM2|mm|3DP|Axis 2 displacement|1.004
PMTD||PMTD_ARM3|mm|3DP|Axis 3 displacement|1.005
PMTD||PMTD_TPC|kPa|1DP|Total pressure|54.4
PMTD||PMTD_PPA|kPa|1DP|Pore pressure cell A|2.9
PMTD||PMTD_PPB|kPa|1DP|Pore pressure cell B|2.9
PMTD||PMTD_VOL|cm3|1DP|Volume change in test cell|2.6
PMTD||PMTD_REM||X|Remarks|
PMTD||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
PMTD||PMTD_AX1|mm|3DP|Axis 1 displacement|1.003
PMTD||PMTD_AX2|mm|3DP|Axis 2 displacement|1.004
PMTD||PMTD_AX3|mm|3DP|Axis 3 displacement|1.005
PMTD||PMTD_SA1|mm|3DP|Arm 1 displacement|2.001
PMTD||PMTD_SA2|mm|3DP|Arm 2 displacement|2.002
PMTD||PMTD_SA3|mm|3DP|Arm 3 displacement|2.003
PMTD||PMTD_SA4|mm|3DP|Arm 4 displacement|2.004
PMTD||PMTD_SA5|mm|3DP|Arm 5 displacement|2.005
PMTD||PMTD_SA6|mm|3DP|Arm 6 displacement|2.006
PMTD||PMTD_SAME|mm|3DP|Mean arm displacement|2.004
PMTL|*|LOCA_ID||ID|Location identifier|327-16A
PMTL|*|PMTG_DPTH|m|2DP|Depth of test|2.7
PMTL|*|PMTG_TESN||X|Test reference|1
PMTL|*|PMTD_SEQ||0DP|Sequence number|1
PMTL|*|PMTL_LNO||0DP|Unload/reload loop number|1
PMTL||PMTL_GAA|MPa|0DP|Unload/reload shear modulus, average|139
PMTL||PMTL_SINC|%|2DP|Mean strain|3.48
PMTL||PMTL_PINC|kPa|0DP|Mean pressure|1586
PMTL||PMTL_STRA|%|3DP|Strain range or amplitude|0.105
PMTL||PMTL_PRSA|kPa|0DP|Pressure range or amplitude|284
PMTL||PMTL_NLSA|MPa|3DP|Shear stress coefficient (from Bolton and Whittle, 1999)|2.921
PMTL||PMTL_NLSB||3DP|Linearity exponent (from Bolton and Whittle, 1999)|0.538
PMTL||PMTL_REM||X|Remarks|
PMTL||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS11
PMTL||PMTL_AXIS||X|Arm combination used for analysis|Odd arms
PREM|*|PREM_DTIM|yyyy-mmddThh:mm|DT|Date and time of remark or start of event|2001-05-16T12:00
PREM||PREM_COMP||X|Component or sub-activity|Slab G12
PREM||PREM_REM||X|Time related remark|Completion of concrete pour
PREM||PREM_DURN|hh:mm:ss|T|Duration of event or activity|0.059027778
PREM||PREM_ETIM|yyyy-mmddThh:mm|DT|Date and time of end of event|2001-05-16T16:00
PREM||FILE_FSET||X|Associated file reference (e.g. site journal records)|FS28
PTIM|*|LOCA_ID||ID|Location identifier|327-16A
PTIM|*|PTIM_DTIM|yyyy-mmddThh:mm|DT|Date and time of progress reading|1991-03-01T14:35
PTIM||PTIM_DPTH|m|2DP|Hole depth|22.13
PTIM||PTIM_CAS|m|2DP|Depth of casing|20.5
PTIM||PTIM_WAT|m|XN|Depth to water|16.56 or Dry
PTIM||PTIM_REM||X|Remarks|Stopped drilling on client's instruction
PTIM||FILE_FSET||X|Associated file reference (e.g. drilling journals)|FS21
PTST|*|LOCA_ID||ID|Location identifier|327-16A
PTST|*|SAMP_TOP|m|2DP|Depth to top of sample|24.55
PTST|*|SAMP_REF||X|Sample reference|24
PTST|*|SAMP_TYPE||PA|Sample type|U
PTST|*|SAMP_ID||ID|Sample unique identifier|ABC121415010
PTST|*|SPEC_REF||X|Specimen reference|1a
PTST|*|SPEC_DPTH|m|2DP|Depth to top of test specimen|24.55
PTST|*|PTST_TESN||X|Test reference|2
PTST||SPEC_DESC||X|Specimen description|Grey slightly gravelly clay
PTST||SPEC_PREP||X|Details of specimen preparation including time between preparation and testing|Prepared according to client instructions
PTST||PTST_COND||PA|Sample condition|UNDISTURBED
PTST||PTST_SZUN|mm|0DP|Size cut off of material too coarse for testing|5
PTST||PTST_UNS|%|0DP|Proportion of material removed above PTST|36
PTST||PTST_DIAM|mm|2DP|Specimen diameter|102.52
PTST||PTST_LEN|mm|2DP|Specimen length|200.22
PTST||PTST_MC|%|X|Initial water/moisture content of test specimen|20
PTST||PTST_BDEN|Mg/m3|2DP|Initial bulk density of test specimen|2.24
PTST||PTST_DDEN|Mg/m3|2DP|Initial dry density|1.87
PTST||PTST_IDIA|mm|2DP|Diameter of drain for radial permeability in hydraulic cell|3.75
PTST||PTST_DMET||X|Method of forming central drain|Bored using mandrel and filled with saturated sand
PTST||PTST_VOID||3DP|Initial voids ratio|0.375
PTST||PTST_K|m/s|1SCI|Coefficient of permeability|0.0000041
PTST||PTST_TSTR|kPa|0DP|Mean effective stress at which permeability measured (when measured in triaxial or hydraulic cell).|112
PTST||PTST_HYGR||0DP|Hydraulic gradient at which permeability measured (for constant head test).|1
PTST||PTST_ISAT|%|2SF|Initial degree of saturation|72
PTST||PTST_SAT||X|Details of saturation, where appropriate|Back pressure, Bf = 0.96
PTST||PTST_CONS||X|Details of consolidation, where appropriate|Drainage to top with pwp at base
PTST||PTST_PDEN|Mg/m3|XN|Particle density with prefix # if value assumed|#2.65
PTST||PTST_TYPE||PA|Type of permeability measurement|Falling head
PTST||PTST_CELL||PA|Type of permeameter|TRIAXIAL CELL
PTST||PTST_REM||X|Remarks on test|
PTST||PTST_METH||X|Test method|BS1377 Part 5
PTST||PTST_LAB||X|Name of testing laboratory/organization|ACME Laboratories plc
PTST||PTST_CRED||X|Accrediting body and reference number (when appropriate)|UKAS 0000
PTST||TEST_STAT||X|Test status|Checked
PTST||FILE_FSET||X|Associated file reference (e.g. test result sheets)|FS28
PTST||SPEC_BASE|m|2DP|Depth to base of specimen|24.65
PTST||PTST_DEV||X|Deviations from the test method|
PTST||PTST_WCIS||X|Initial water content source|Specimen trimmings
PTST||PTST_WCF|%|X|Final water content of test specimen|20.2
PTST||PTST_FSAT|%|2SF|Final degree of saturation, if determined|72
PTST||PTST_TEMP|DegC|1DP|Average laboratory temperature at which the test was performed|20.2
PTST||PTST_SOUR||X|Source of permeameter water|Tap water
PTST||PTST_BACK|kPa|0DP|Back pressure|50
PTST||PTST_BVAL||2DP|B-value, if used|0.98
PTST||PTST_LOSS||X|Equipment head loss corrections applied to the measurements, if any, and the associated flow rates|
PUMG|*|LOCA_ID||ID|Location identifier|327-16A
PUMG|*|PUMG_TEST||X|Test reference|1991-03-16#1
